9298343,50,-,39,39,41,-,131774
9789041,50,-,39,39,41,-,54630.5
9137351,50,-,39,39,41,-,122954
12056423,50,-,39,39,41,-,43077.6
9443771,50,-,39,39,41,-,154779
9035743,50,-,39,39,41,-,119769
9378167,50,-,39,39,41,-,172170
12130423,50,-,39,39,41,-,70020.2
12922751,50,-,39,39,41,-,33212.4
13676213,50,-,39,39,41,-,44785.1
8850397,50,-,39,39,41,-,175729
13025633,50,-,39,39,41,-,28689.9
15727931,50,-,39,39,41,-,6115.72
12427271,50,-,39,39,41,-,38675.5
10634839,50,-,39,39,41,-,75781.6
15558073,50,-,39,39,41,-,12325.8
12258013,50,-,39,39,41,-,34655.4
11887859,50,-,39,39,41,-,55018.8
9497437,50,-,39,39,41,-,85558.5
9354413,50,-,39,39,41,-,131987
12504511,50,-,39,39,41,-,63985.4
14123911,50,-,39,39,41,-,17165.5
11300837,50,-,39,39,41,-,37199
8562959,50,-,39,39,41,-,178555
12858463,50,-,39,39,41,-,31273.9
9148859,50,-,39,39,41,-,92052.6
10314533,50,-,39,39,41,-,130829
8415131,50,-,39,39,41,-,202275
9097801,50,-,39,39,41,-,142979
8738927,50,-,39,39,41,-,155592
15688469,50,-,39,39,41,-,8575.02
13138459,50,-,39,39,41,-,46402.9
15319387,50,-,39,39,41,-,10927.7
10720051,50,-,39,39,41,-,94210.2
11830877,50,-,39,39,41,-,77784.1
11476117,50,-,39,39,41,-,36586.6
9669089,50,-,39,39,41,-,121650
8501699,50,-,39,39,41,-,151932
12192811,50,-,39,39,41,-,82694.5
8538041,50,-,39,39,41,-,197678
9376379,50,-,39,39,41,-,119316
9490961,50,-,39,39,41,-,89425.5
9357107,50,-,39,39,41,-,128968
9441251,50,-,39,39,41,-,143491
8844247,50,-,39,39,41,-,177024
8796551,50,-,39,39,41,-,138886
9073717,50,-,39,39,41,-,155992
15705727,50,-,39,39,41,-,6607.66
12441691,50,-,39,39,41,-,45503
8642573,50,-,39,39,41,-,204710
11608279,50,-,39,39,41,-,32520.7
8429843,50,-,39,39,41,-,120707
9226967,50,-,39,39,41,-,106678
8818609,50,-,39,39,41,-,246534
9709831,50,-,39,39,41,-,97876.2
10263833,50,-,39,39,41,-,59222.3
9334211,50,-,39,39,41,-,181731
12943211,50,-,39,39,41,-,25806.5
9328673,50,-,39,39,41,-,232428
13682597,50,-,39,39,41,-,24657.1
