45895349,50,-,43,43,45,-,205214
37147073,50,-,43,43,45,-,745957
38397049,50,-,43,43,45,-,413317
41187929,50,-,43,43,45,-,309110
37966561,50,-,43,43,45,-,401196
50512703,50,-,43,43,45,-,146115
35513921,50,-,43,43,45,-,737578
41992571,50,-,43,43,45,-,161265
49711747,50,-,43,43,45,-,158232
51008057,50,-,43,43,45,-,178707
49598191,50,-,43,43,45,-,45706.8
47164703,50,-,43,43,45,-,289928
55452823,50,-,43,43,45,-,82709.5
59219767,50,-,43,43,45,-,56206.5
40459889,50,-,43,43,45,-,443461
47743651,50,-,43,43,45,-,146728
51741259,50,-,43,43,45,-,187801
43805831,50,-,43,43,45,-,324904
61338763,50,-,43,43,45,-,49789.2
52987579,50,-,43,43,45,-,181183
48073843,50,-,43,43,45,-,116979
35510017,50,-,43,43,45,-,781091
46163119,50,-,43,43,45,-,322111
36845233,50,-,43,43,45,-,530466
44155841,50,-,43,43,45,-,237714
48797393,50,-,43,43,45,-,90783.8
55832443,50,-,43,43,45,-,126220
56040827,50,-,43,43,45,-,173862
52575007,50,-,43,43,45,-,174388
42379529,50,-,43,43,45,-,348761
40639657,50,-,43,43,45,-,374233
35989501,50,-,43,43,45,-,499257
31887133,50,-,43,43,45,-,787245
57477923,50,-,43,43,45,-,70130.4
34816343,50,-,43,43,45,-,461936
41596703,50,-,43,43,45,-,314539
44382601,50,-,43,43,45,-,162163
55298153,50,-,43,43,45,-,89376.9
46100143,50,-,43,43,45,-,230625
49833457,50,-,43,43,45,-,220594
34390493,50,-,43,43,45,-,1.00972e+06
45579887,50,-,43,43,45,-,150050
42747569,50,-,43,43,45,-,273083
45960479,50,-,43,43,45,-,204310
39570313,50,-,43,43,45,-,525634
38808353,50,-,43,43,45,-,476368
36561013,50,-,43,43,45,-,824204
35111723,50,-,43,43,45,-,874217
40146713,50,-,43,43,45,-,361448
39401519,50,-,43,43,45,-,403461
43615993,50,-,43,43,45,-,244520
34899197,50,-,43,43,45,-,719272
37669067,50,-,43,43,45,-,440041
37062677,50,-,43,43,45,-,733597
48092087,50,-,43,43,45,-,152380
36701377,50,-,43,43,45,-,462977
