9298343,50,-,25,25,27,-,4,5,14,15,-,19173.2
9789041,50,-,25,25,27,-,4,5,14,15,-,37061.6
9137351,50,-,25,25,27,-,4,5,14,15,-,31958.1
12056423,50,-,25,25,27,-,4,5,14,15,-,9554.96
9443771,50,-,25,25,27,-,4,5,14,15,-,123793
9035743,50,-,25,25,27,-,4,5,14,15,-,93845.2
9378167,50,-,25,25,27,-,4,5,14,15,-,31368.4
12130423,50,-,25,25,27,-,4,5,14,15,-,11991.1
12922751,50,-,25,25,27,-,4,5,14,15,-,23691
13676213,50,-,25,25,27,-,4,5,14,15,-,951.22
8850397,50,-,25,25,27,-,4,5,14,15,-,5676.76
13025633,50,-,25,25,27,-,4,5,14,15,-,94872.3
15727931,50,-,25,25,27,-,4,5,14,15,-,2913.08
12427271,50,-,25,25,27,-,4,5,14,15,-,19582.7
10634839,50,-,25,25,27,-,4,5,14,15,-,20429.1
15558073,50,-,25,25,27,-,4,5,14,15,-,2351.72
12258013,50,-,25,25,27,-,4,5,14,15,-,5078.46
11887859,50,-,25,25,27,-,4,5,14,15,-,7787.78
9497437,50,-,25,25,27,-,4,5,14,15,-,55483.1
9354413,50,-,25,25,27,-,4,5,14,15,-,72768.9
12504511,50,-,25,25,27,-,4,5,14,15,-,11312.3
14123911,50,-,25,25,27,-,4,5,14,15,-,4292.72
11300837,50,-,25,25,27,-,4,5,14,15,-,43935.1
8562959,50,-,25,25,27,-,4,5,14,15,-,46497.4
12858463,50,-,25,25,27,-,4,5,14,15,-,27903.4
9148859,50,-,25,25,27,-,4,5,14,15,-,34755.1
10314533,50,-,25,25,27,-,4,5,14,15,-,16127
8415131,50,-,25,25,27,-,4,5,14,15,-,5836.7
9097801,50,-,25,25,27,-,4,5,14,15,-,22177.2
8738927,50,-,25,25,27,-,4,5,14,15,-,63534.7
15688469,50,-,25,25,27,-,4,5,14,15,-,860.46
13138459,50,-,25,25,27,-,4,5,14,15,-,10575.7
15319387,50,-,25,25,27,-,4,5,14,15,-,3401.18
10720051,50,-,25,25,27,-,4,5,14,15,-,91091.8
11830877,50,-,25,25,27,-,4,5,14,15,-,120052
11476117,50,-,25,25,27,-,4,5,14,15,-,8577.76
9669089,50,-,25,25,27,-,4,5,14,15,-,13675.4
8501699,50,-,25,25,27,-,4,5,14,15,-,11773.2
12192811,50,-,25,25,27,-,4,5,14,15,-,18941.7
8538041,50,-,25,25,27,-,4,5,14,15,-,39219.2
9376379,50,-,25,25,27,-,4,5,14,15,-,68300.3
9490961,50,-,25,25,27,-,4,5,14,15,-,24206.6
9357107,50,-,25,25,27,-,4,5,14,15,-,9881.18
9441251,50,-,25,25,27,-,4,5,14,15,-,6726.86
8844247,50,-,25,25,27,-,4,5,14,15,-,109517
8796551,50,-,25,25,27,-,4,5,14,15,-,671035
9073717,50,-,25,25,27,-,4,5,14,15,-,61202.1
15705727,50,-,25,25,27,-,4,5,14,15,-,5378.68
12441691,50,-,25,25,27,-,4,5,14,15,-,26187.1
8642573,50,-,25,25,27,-,4,5,14,15,-,26677.6
11608279,50,-,25,25,27,-,4,5,14,15,-,23175.9
8429843,50,-,25,25,27,-,4,5,14,15,-,45652.2
9226967,50,-,25,25,27,-,4,5,14,15,-,17926
8818609,50,-,25,25,27,-,4,5,14,15,-,97127.4
9709831,50,-,25,25,27,-,4,5,14,15,-,46898
10263833,50,-,25,25,27,-,4,5,14,15,-,21174
9334211,50,-,25,25,27,-,4,5,14,15,-,14887.8
12943211,50,-,25,25,27,-,4,5,14,15,-,4064.52
9328673,50,-,25,25,27,-,4,5,14,15,-,8065.44
13682597,50,-,25,25,27,-,4,5,14,15,-,22839.7
