541705699,50,-,51,51,53,-,8.71122e+06
564288481,50,-,51,51,53,-,1.44843e+07
759240389,50,-,51,51,53,-,3.50951e+06
728079463,50,-,51,51,53,-,3.9455e+06
569929781,50,-,51,51,53,-,8.26723e+06
993366289,50,-,51,51,53,-,627618
730529069,50,-,51,51,53,-,4.00986e+06
587686123,50,-,51,51,53,-,1.30386e+07
713684243,50,-,51,51,53,-,6.77342e+06
991588217,50,-,51,51,53,-,742282
566061233,50,-,51,51,53,-,2.1596e+07
583912829,50,-,51,51,53,-,1.53143e+07
655096613,50,-,51,51,53,-,3.57801e+06
867868129,50,-,51,51,53,-,1.74507e+06
707180641,50,-,51,51,53,-,2.59341e+06
554032537,50,-,51,51,53,-,7.96976e+06
803964919,50,-,51,51,53,-,2.77446e+06
624245957,50,-,51,51,53,-,1.25683e+07
553038163,50,-,51,51,53,-,3.05784e+07
618860071,50,-,51,51,53,-,1.27173e+07
713699743,50,-,51,51,53,-,4.05152e+06
594521437,50,-,51,51,53,-,1.73286e+07
643408277,50,-,51,51,53,-,8.01634e+06
688690939,50,-,51,51,53,-,6.94573e+06
647044109,50,-,51,51,53,-,6.53558e+06
564601649,50,-,51,51,53,-,2.58022e+07
946889767,50,-,51,51,53,-,951616
609925123,50,-,51,51,53,-,7.15876e+06
724387649,50,-,51,51,53,-,4.04711e+06
571050343,50,-,51,51,53,-,6.56476e+06
923240701,50,-,51,51,53,-,1.27368e+06
695048021,50,-,51,51,53,-,4.86594e+06
694788187,50,-,51,51,53,-,6.4352e+06
658224407,50,-,51,51,53,-,7.71812e+06
585053519,50,-,51,51,53,-,5.62678e+06
689357087,50,-,51,51,53,-,2.53542e+06
541057193,50,-,51,51,53,-,6.50133e+06
644012557,50,-,51,51,53,-,9.02699e+06
615326549,50,-,51,51,53,-,5.20259e+06
537536179,50,-,51,51,53,-,8.46672e+06
550019671,50,-,51,51,53,-,9.74444e+06
677581447,50,-,51,51,53,-,6.08781e+06
817219763,50,-,51,51,53,-,3.01548e+06
561581401,50,-,51,51,53,-,9.56897e+06
909895747,50,-,51,51,53,-,1.3154e+06
715177933,50,-,51,51,53,-,9.27354e+06
548054977,50,-,51,51,53,-,8.44434e+06
664017881,50,-,51,51,53,-,5.66288e+06
1010446781,50,-,51,51,53,-,241333
732654943,50,-,51,51,53,-,7.10358e+06
636058561,50,-,51,51,53,-,5.52948e+06
563544721,50,-,51,51,53,-,8.33014e+06
911157613,50,-,51,51,53,-,1.33615e+06
814508117,50,-,51,51,53,-,2.39775e+06
650269973,50,-,51,51,53,-,9.8649e+06
691847773,50,-,51,51,53,-,3.91714e+06
584461781,50,-,51,51,53,-,1.00781e+07
650949353,50,-,51,51,53,-,6.245e+06
736306217,50,-,51,51,53,-,4.42943e+06
