0.000000000000000000e+00,7.500000000000000000e+01
2.794076557697680943e-04,1.130000000000000000e+02
5.588153115395361886e-04,1.580000000000000000e+02
8.382229673093042829e-04,2.050000000000000000e+02
1.117630623079072377e-03,5.770000000000000000e+02
1.397038278848840472e-03,7.160000000000000000e+02
1.676445934618608566e-03,7.460000000000000000e+02
1.955853590388376660e-03,8.190000000000000000e+02
2.235261246158144754e-03,8.220000000000000000e+02
2.514668901927912849e-03,1.022000000000000000e+03
2.794076557697680943e-03,1.034000000000000000e+03
3.073484213467449037e-03,1.254000000000000000e+03
3.352891869237217132e-03,1.281000000000000000e+03
3.632299525006985226e-03,1.292000000000000000e+03
3.911707180776753320e-03,1.409000000000000000e+03
4.191114836546521415e-03,1.420000000000000000e+03
4.470522492316289509e-03,1.423000000000000000e+03
4.749930148086057603e-03,1.437000000000000000e+03
5.029337803855825698e-03,1.472000000000000000e+03
5.308745459625593792e-03,1.481000000000000000e+03
5.588153115395361886e-03,1.553000000000000000e+03
5.867560771165129981e-03,1.621000000000000000e+03
6.146968426934898075e-03,1.622000000000000000e+03
6.426376082704666169e-03,1.643000000000000000e+03
6.705783738474434263e-03,1.671000000000000000e+03
6.985191394244202358e-03,1.723000000000000000e+03
7.264599050013970452e-03,1.809000000000000000e+03
7.544006705783738546e-03,1.826000000000000000e+03
7.823414361553506641e-03,1.889000000000000000e+03
8.102822017323273868e-03,1.930000000000000000e+03
8.382229673093042829e-03,2.013000000000000000e+03
8.661637328862811791e-03,2.065000000000000000e+03
8.941044984632579018e-03,2.086000000000000000e+03
9.220452640402346245e-03,2.208000000000000000e+03
9.499860296172115207e-03,2.301000000000000000e+03
9.779267951941884168e-03,2.360000000000000000e+03
1.005867560771165140e-02,2.471000000000000000e+03
1.033808326348141862e-02,2.616000000000000000e+03
1.061749091925118758e-02,2.658000000000000000e+03
1.089689857502095655e-02,2.724000000000000000e+03
1.117630623079072377e-02,2.827000000000000000e+03
1.145571388656049100e-02,2.833000000000000000e+03
1.173512154233025996e-02,2.967000000000000000e+03
1.201452919810002892e-02,3.080000000000000000e+03
1.229393685386979615e-02,3.166000000000000000e+03
1.257334450963956338e-02,3.297000000000000000e+03
1.285275216540933234e-02,3.326000000000000000e+03
1.313215982117910130e-02,3.356000000000000000e+03
1.341156747694886853e-02,3.404000000000000000e+03
1.369097513271863575e-02,3.550000000000000000e+03
1.397038278848840472e-02,3.660000000000000000e+03
1.424979044425817368e-02,3.884000000000000000e+03
1.452919810002794090e-02,3.990000000000000000e+03
1.480860575579770813e-02,4.165000000000000000e+03
1.508801341156747709e-02,4.179000000000000000e+03
1.536742106733724605e-02,4.192000000000000000e+03
1.564682872310701328e-02,4.219000000000000000e+03
1.592623637887678051e-02,4.281000000000000000e+03
1.620564403464654774e-02,4.313000000000000000e+03
1.648505169041631843e-02,4.331000000000000000e+03
1.676445934618608566e-02,4.427000000000000000e+03
1.704386700195585289e-02,4.449000000000000000e+03
1.732327465772562358e-02,4.471000000000000000e+03
1.760268231349539081e-02,4.481000000000000000e+03
1.788208996926515804e-02,4.553000000000000000e+03
1.816149762503492526e-02,4.749000000000000000e+03
1.844090528080469249e-02,4.764000000000000000e+03
1.872031293657446319e-02,4.778000000000000000e+03
1.899972059234423041e-02,4.995000000000000000e+03
1.927912824811399764e-02,5.001000000000000000e+03
1.955853590388376834e-02,5.033000000000000000e+03
1.983794355965353556e-02,5.131000000000000000e+03
2.011735121542330279e-02,5.131000000000000000e+03
2.039675887119307002e-02,5.177000000000000000e+03
2.067616652696283724e-02,5.179000000000000000e+03
2.095557418273260794e-02,5.344000000000000000e+03
2.123498183850237517e-02,5.358000000000000000e+03
2.151438949427214239e-02,5.380000000000000000e+03
2.179379715004191309e-02,5.436000000000000000e+03
2.207320480581168032e-02,5.474000000000000000e+03
2.235261246158144754e-02,5.483000000000000000e+03
2.263202011735121477e-02,5.557000000000000000e+03
2.291142777312098200e-02,5.596000000000000000e+03
2.319083542889075270e-02,5.637000000000000000e+03
2.347024308466051992e-02,5.648000000000000000e+03
2.374965074043028715e-02,5.660000000000000000e+03
2.402905839620005785e-02,5.675000000000000000e+03
2.430846605196982507e-02,5.719000000000000000e+03
2.458787370773959230e-02,5.839000000000000000e+03
2.486728136350935953e-02,5.853000000000000000e+03
2.514668901927912675e-02,5.925000000000000000e+03
2.542609667504889745e-02,6.021000000000000000e+03
2.570550433081866468e-02,6.138000000000000000e+03
2.598491198658843190e-02,6.302000000000000000e+03
2.626431964235820260e-02,6.390000000000000000e+03
2.654372729812796983e-02,6.406000000000000000e+03
2.682313495389773705e-02,6.410000000000000000e+03
2.710254260966750428e-02,6.528000000000000000e+03
2.738195026543727151e-02,6.557000000000000000e+03
