137821,2893.7,2219.7269133837162,2317,1714,7038,8241,2323,4810,1369,1010,561,444,6070,2398,2385,2861,1194,4167,2531,2796,10193,2026,907,1242,2150,4520,2306,1182,988,5336,1151,1175,1171,670,1524,1041,3987,1354,2603,7007,5616,6288,1992,732,930,4963,2290,2013,3570,1639,1969,5921
163769,762.4,508.8086870327589,791,1286,118,523,523,1276,1664,252,650,625,1528,878,2206,773,351,1140,532,561,351,630,596,1014,927,518,1508,668,242,437,389,22,812,906,501,2334,1187,945,715,697,1042,175,789,385,355,329,270,506,1817,890,314,172
145247,5924.44,4741.914563380492,168,5544,3464,13162,3466,2130,5824,3561,1340,3387,3658,6744,3491,10967,19229,905,4580,6432,18947,11199,6643,1106,2938,2546,5354,917,419,2667,2998,11105,3072,4214,512,3190,7444,1540,11206,3954,6278,17993,221,10114,7551,4847,9883,7426,8811,12572,8590,1913
146689,4747.62,3639.197290007784,4425,2535,4885,2769,890,7940,3382,1282,671,3934,314,3750,3896,4734,6927,14323,2407,5801,6514,3731,5936,3039,10681,4522,1546,2486,1483,3382,10203,6484,2333,4266,1898,166,4888,13378,1557,1643,10895,5530,2943,2460,966,15302,3525,12241,2125,5297,5433,5663
231883,96.78,134.12192811020873,35,69,88,41,45,44,139,27,91,50,367,46,179,40,50,42,81,34,129,59,54,39,101,43,22,44,139,41,39,20,33,42,530,39,49,782,77,41,40,38,203,249,48,43,41,38,30,45,216,57
131227,5342.48,4738.288578126072,11739,820,10252,2404,4372,503,5692,6025,4687,7947,2169,5052,2000,16643,62,3625,5018,4714,17303,1447,13352,507,1851,6809,913,3003,7457,1427,234,1788,1147,5447,5754,2408,8443,12316,7490,3717,8470,13692,1982,20588,4021,3687,1611,2598,547,3193,6407,3791
230039,153.32,205.31277992370568,43,40,38,57,39,333,47,84,49,40,36,678,37,40,49,41,38,42,47,94,54,44,83,146,48,224,131,38,47,679,336,122,42,45,127,418,105,32,162,39,41,52,92,50,617,177,464,983,40,356
142523,1820.4,1603.0338112466623,1048,1666,1323,1786,883,2970,5250,4381,391,98,47,775,5686,1024,3544,524,1831,65,2231,453,1802,4354,423,1759,2004,3939,2095,2819,1697,212,218,62,1505,1339,2061,1695,812,2180,936,901,1209,2928,7866,3467,2484,1479,401,362,670,1365
131557,4036.56,3882.866112345364,4801,8438,4477,5659,263,8517,402,5386,499,5337,3334,2135,1574,9156,1182,1950,2511,2318,7192,2836,2635,484,2266,16890,1654,4672,2676,875,970,3573,463,3454,1409,16450,6521,279,592,1382,1416,1187,708,2619,10427,7733,7850,1952,477,11178,3470,7599
184573,1496.92,1792.6087564217685,766,186,1051,1462,1085,628,286,295,130,2528,2615,752,1007,748,2252,841,453,1796,3098,1453,1152,3997,323,901,2255,2141,334,202,12155,2384,633,876,369,3783,857,2547,3096,163,1157,921,556,1967,1776,1121,895,435,1215,1339,1171,693
183811,616.68,499.38251631389744,1161,235,103,478,553,203,393,2035,711,1513,127,635,391,112,1298,1380,701,267,237,320,237,332,100,241,129,593,2512,383,48,707,654,225,726,439,692,512,564,506,586,760,451,343,1016,560,328,1710,771,416,791,649
162373,1180.28,820.6851537587359,512,485,1832,1253,106,1712,546,474,1518,1509,500,577,1208,238,551,2201,550,2131,1185,1843,368,599,1106,468,1692,294,2422,458,2067,3025,479,274,883,1381,1895,1251,1886,336,1355,258,3945,788,589,1211,1383,871,2721,1277,614,2187
175477,2282.86,1974.3597241637603,662,1042,3392,430,5873,4734,3941,5553,3270,2405,3331,727,5405,1096,1146,418,1953,1046,1507,914,1281,3932,1125,673,18,4733,380,393,310,4700,1960,41,757,2241,5426,3105,1139,2014,1100,675,1041,6300,752,2647,4039,77,3009,344,8410,2676
207887,399.38,322.4788296927412,217,187,423,366,201,353,86,886,405,115,199,422,412,996,81,134,701,656,405,1383,467,250,1726,567,354,397,249,266,574,71,189,202,281,157,469,398,390,220,483,275,712,143,243,179,124,950,89,398,201,317
193519,909.8,1037.6960634019963,292,303,232,553,681,270,276,858,1715,625,1900,301,718,6296,459,309,214,160,1328,769,115,283,356,192,2868,1933,696,1348,250,2613,551,2003,582,335,188,2214,909,1899,221,513,255,305,378,911,604,1241,912,1837,183,536
186503,452.9,325.9204964404663,124,198,1134,299,259,797,599,222,884,369,550,294,198,175,415,594,126,505,269,577,206,1345,267,125,199,245,389,550,1094,157,746,325,202,229,959,159,328,825,328,1421,173,607,116,499,127,892,292,475,256,521
