x_val,"4,5;11,12;25_22.csv","4,5;11,12;28_24.csv","4,5;11,12;31_26.csv","4,5;11,12;33_34.csv","4,5;11,12;34_28.csv","4,5;11,12;37_30.csv","4,5;11,12;40_32.csv","4,5;11,12;46_36.csv","4,5;11,12;49_38.csv","4,5;11,12;52_40.csv",4-5_11-12_58_44.csv
3.015015015015015,0.2700977817145582,0.16326257271423245,0.0646169485522355,5.674994694552936e-06,0.03292513004170489,0.012866349919884943,0.00011090729172296574,2.102560101059549e-06,4.915130941154615e-11,1.2671088411330706e-20,0.003029697438841361
3.027027027027027,0.2772855922609908,0.16731513806927642,0.06645003232048932,6.77273063064065e-06,0.03423092332785978,0.013259965616719105,0.00013211766547090585,2.4213214735391067e-06,6.049511872640814e-11,1.759398430195847e-20,0.0030802943470217455
3.039039039039039,0.28479931542978804,0.1715285310976175,0.0683366822901423,8.066831820118772e-06,0.035564374555720875,0.013664158871315666,0.00015684321600932443,2.785410610179191e-06,7.437618118718115e-11,2.4398050870497267e-20,0.0031316253806771845
3.051051051051051,0.2926409496213574,0.17590203377503175,0.07027625557151122,9.589215071803351e-06,0.036923199042088614,0.014080096625156748,0.0001855580986762856,3.2008014708183473e-06,9.134309438479024e-11,3.378988654568686e-20,0.0031836991217618644
3.063063063063063,0.3008062109623071,0.18043460252554247,0.07226769786304617,1.1376376922879436e-05,0.03830469944486036,0.014508878958291564,0.00021878056107159718,3.6741847821825296e-06,1.1205877369759015e-10,4.6736804898180926e-20,0.0032365242161841363
3.075075075075075,0.30928375226665117,0.18512518970653274,0.07430960661487411,1.3469942533364222e-05,0.039705782730490656,0.014951519378466541,0.00025707363821567955,4.213044026853016e-06,1.373233258059396e-10,6.456126110107674e-20,0.0032901093736533034
3.0870870870870872,0.31805474719690885,0.18997295244087706,0.07640032044332049,1.5917262186335604e-05,0.041122993181895925,0.01540892732132432,0.00030104521501797044,4.825738143862793e-06,1.6810129632037904e-10,8.906882186164066e-20,0.003344463367512763
3.099099099099099,0.32709289977234807,0.19497733300962378,0.07853803391147726,1.8772056552829066e-05,0.04255256125947881,0.015881893129476403,0.0003513473496052091,5.521591361468771e-06,2.05554086161683e-10,1.227213556559245e-19,0.0033995950345593706
3.111111111111111,0.3363649050998737,0.20013800844733368,0.08072093564250098,2.2095111360517363e-05,0.04399046748224267,0.016371075707094573,0.00040867475082111674,6.310990587093084e-06,2.510784673650678e-10,1.6887109949244856e-19,0.003455513274848836
3.123123123123123,0.34583134943921867,0.20545472054917516,0.08294736654208171,2.5955021478997378e-05,0.045432519888919665,0.016876992978996093,0.00047376230570995135,7.205490780621738e-06,3.0635228670748765e-10,2.320765640110704e-19,0.0035122270514869307
3.135135135135135,0.3554480002435393,0.21092700983255186,0.08521599372410585,3.0428983694381015e-05,0.04687444310293336,0.01740001522126098,0.0005473815583948329,8.217928734707605e-06,3.733886281424351e-10,3.1852830215144235e-19,0.0035697453904063804
3.1471471471471473,0.36516740344870124,0.21655388683058732,0.08752599461491034,3.56036365856709e-05,0.048311976588050705,0.0179403612758964,0.0006303360507765504,9.362545678926854e-06,4.5459991604677343e-10,4.366219565962743e-19,0.003628077380129172
3.159159159159159,0.37494067942505105,0.22233348041324089,0.08987724471607825,4.15759449303635e-05,0.04974097936603712,0.01849809761603972,0.0007234554481751082,1.0655119113059989e-05,5.528736847699197e-10,5.977284657900911e-19,0.0036872321715141964
3.171171171171171,0.3847193932747227,0.22826270498553652,0.09227050169292315,4.845412495387597e-05,0.05115753828828028,0.01907314019114257,0.0008275883896091496,1.2113104257835879e-05,6.71662020459705e-10,8.172278301040719e-19,0.003747218977489938
3.183183183183183,0.39445737109629897,0.23433698620134438,0.0947075778817316,5.635860549604934e-05,0.05255807691640214,0.019665258953429604,0.0009435940229691065,1.3755785488626474e-05,8.150870037081087e-10,1.1158947071882237e-18,0.0038080470727721
3.195195195195195,0.404112341737077,0.24055007853482613,0.09719149302253081,6.54230188000372e-05,0.05393946216942388,0.020274084947079225,0.001072332209898152,1.5604438088213867e-05,9.880648519070334e-10,1.5217530059180604e-18,0.0038697257935659565
3.2072072072072073,0.4136473024179659,0.24689399840505447,0.09972659906448356,7.579521313924437e-05,0.055299106125107085,0.020899119829009008,0.001214652413649772,1.7682500618278946e-05,1.19645188468772e-09,2.0725547874069754e-18,0.003932264537253251
3.219219219219219,0.4230315342817431,0.2533590846645601,0.10231866928369794,8.763827789502511e-05,0.05663506070035634,0.021539747683498596,0.0013713813153131025,2.0015758165084147e-05,1.447215921521397e-09,2.819089038700678e-18,0.0039956727620634345
3.2312312312312312,0.43224122728514475,0.2599341855041769,0.10497494470865419,0.00010113156999368739,0.05794610335267669,0.02219524899052491,0.0015433092392256854,2.2632536662353706e-05,1.7486372753535054e-09,3.829592012829182e-18,0.004059959986729133
3.2432432432432434,0.4412597092471297,0.26660695865252165,0.10770413196009232,0.000116471728822246,0.059231812409073374,0.0228648166078419,0.0017311755066210957,2.5563908433020918e-05,2.1105441387548478e-09,5.195617711535084e-18,0.004125135790125593
3.255255255255255,0.4500773074275255,0.2733642615352593,0.11051634805590847,0.00013387366488907846,0.06049263110502685,0.023547573627663784,0.0019356528769350614,2.8843909020765136e-05,2.5445878791439134e-09,7.039841069625871e-18,0.004191209810893958
3.2672672672672673,0.45869089915794686,0.28019260093169635,0.11342300946577438,0.00015357150560338224,0.06172991986844294,0.024242592968474946,0.002157331277916902,3.250976530158991e-05,3.0645645777952846e-09,9.526415714318917e-18,0.00425819174704818
