11390827673429,902876602.0,162562367.0,1065438969,740314235
14555994177407,721320319.0,562388830.0,158931489,1283709149
13992041806819,494362040.5,247182370.5,741544411,247179670
9179979367619,nan,nan,8394379339,nan
13974040238029,3490077104.5,2472089833.5,5962166938,1017987271
11091294251651,606206453.5,80476307.5,686682761,525730146
11931027552841,1457116177.5,1239619683.5,2696735861,217496494
11965705582843,4419361976.5,542724922.5,4962086899,3876637054
9667437964979,nan,nan,nan,1112029216
10705523636329,473407505.5,123395577.5,596803083,350011928
11119143870377,583325563.0,288080331.0,295245232,871405894
12477696223519,1249847525.0,198582.0,1250046107,1249648943
9257441156521,2568849025.5,1308788135.5,3877637161,1260060890
10131713550667,3720835807.5,2223122903.5,5943958711,1497712904
14664172753961,904444048.5,695954419.5,1600398468,208489629
10314191156719,355077595.0,117290883.0,472368478,237786712
10228641889633,nan,nan,2704646692,nan
9208580200357,nan,nan,5206751763,nan
10217199955217,1595649281.0,1364620226.0,231029055,2960269507
15046224703351,461118483.5,400166067.5,60952416,861284551
